,0,1,2,source
5340,Yet with a head freshly honed and,"cunningly fledged, certain others Pierce to the marrow,",inflame rapidly there our blood.,gutenberg
5341,When gods and goddesses in days of,"heroes made love, then Lust followed look and desire,","with no delay, was indulged.",gutenberg
5342,Surely you don't think the goddess of,"love lost a moment reflecting When, in","Idean grove, Anchises caught her eye.",gutenberg
5343,Nor did Luna delay about kissing,that beautiful dreamer-- Jealous Aurora had,else hastily wakened the lad.,gutenberg
5344,At the loud banquet Hero regarded,"Leander--then promptly Into dark waters he plunged,",ardently swam toward his love.,gutenberg
5345,Today a proud Rome,claims to be queen,of the world.,gutenberg
5346,We are,"so pious,",we lovers.,gutenberg
5347,Discreetly we worship,"all powers, Hoping for favor from each",god and each goddess as well.,gutenberg
5348,Therefore we gladly confess to singling,a special immortal And our devotions each,day pledging but solely to her.,gutenberg
5349,Mischievous celebrants we at these,"mysteries gay, and so solemn: Silence exactly",befits rites at which we're adepts.,gutenberg
5350,Sweet,"Opportunity,",that is her name.,gutenberg
5351,You,should,meet her.,gutenberg
5352,Often will she,"turn up, ever",in a new form.,gutenberg
5353,Daughter of Proteus,might well she be whom he sired,upon Thetis.,gutenberg
5354,In metamorphoses,they've many a hero,deceived.,gutenberg
5355,So now the daughter beguiles the naive,"and bedazzles the foolish, Teases you while you're","asleep; when you awaken, she's flown.",gutenberg
5356,Eagerly yields herself,"up to the quick, to the active",man only.,gutenberg
5357,He discovers,"she's tame, playful and",tender and sweet.,gutenberg
5358,"Once she appeared to me, too:","a dark-skinned girl, tumbling Over her forehead",the hair down in waves heavy and dark.,gutenberg
5359,Round about a delicate neck,curled short little ringlets; Up from the crown of,her head crinkled the unbraided hair.,gutenberg
5360,When she dashed,"by me I seized her,",mistaking her not.,gutenberg
5361,Lovingly Kiss and,"embrace she returned, knowing",and teaching me how.,gutenberg
5362,O how,enraptured,I was!,gutenberg
5363,"Ah, say",now no,more.,gutenberg
5364,It's,a,bygone.,gutenberg
5365,"But, O pigtails","of Rome, still I'm",entrammled in you.,gutenberg
5366,Happily now on,classical soil I feel,inspiration.,gutenberg
5367,Voices from present,and past speak here,evocatively.,gutenberg
5368,"Heeding ancient advice,",I leaf through the works of the Ancients,With an assiduous hand.,gutenberg
5369,Daily,the pleasure's,renewed.,gutenberg
5370,"Throughout the night, in a different","way, I'm kept busy by Cupid-- If erudition","is halved, rapture is doubled that way.",gutenberg
5371,Do then I not become wise when,"I trace with my eye her sweet bosom's Form, and",the line of her hips stroke with my hand?,gutenberg
5372,"I acquire, As I reflect and compare,","my first understanding of marble, See with an eye","that feels, feel with a hand that sees.",gutenberg
5373,"While my beloved, I grant it,","deprives me of moments of daylight, She in",the nighttime hours gives compensation in full.,gutenberg
5374,And we do more than just kiss; we,prosecute reasoned discussions (Should she succumb to,"sleep, that gives me time for my thoughts).",gutenberg
5375,In her embrace--it's by no means unusual--I've composed poems,"And the hexameter's beat gently tapped out on her back, Fingertips counting",in time with the sweet rhythmic breath of her slumber.,gutenberg
5376,Air from deep in,her breast penetrates,mine and there burns.,gutenberg
5377,"Cupid, while stirring the flame in our","lamp, no doubt thinks of those days when For the triumvirs",he similar service performed.,gutenberg
5378,"""Can you be cruel",enough to sadden me thus with,reproaches?,gutenberg
5379,"Germans speak,","I suppose, bitterly",when they're in love.,gutenberg
5380,Bear it I must when the,gossips bring forth accusations:,I'm guilty-- Or am I not?,gutenberg
5381,"But, alas, all",of my guilt was,with you.,gutenberg
5382,Clothes that you've given bear witness for,envious neighbors That the poor widow no,more grieves for her husband alone.,gutenberg
5383,Did you not thoughtlessly visit,"me in the disguise of a cleric, Muffled all up in","a cloak, hair all rounded behind?",gutenberg
5384,Who was,it chose that gray monk if,not you?,gutenberg
5385,Well then a prelate,"Now is my lover--Ah, who is",my prelate but you?,gutenberg
5386,"Never, incredible as it","may sound in this clerical city, Has any cleric",brought me--swear it I will--to his bed.,gutenberg
5387,I was,sufficiently,"poor, sad to say.",gutenberg
5388,I was,young.,,gutenberg
5389,The,seducers Noted,it well.,gutenberg
5390,Falconier,ogled me often,enough.,gutenberg
5391,One of the pimps for Albani,with billets doux very impressive,Called me to Ostia once.,gutenberg
5392,Quattro,Fontani,next time.,gutenberg
5393,Who was,it did not appear,there?,gutenberg
5394,"Why, who but the very",same girl who Hated with all of her heart,stockings both violet and red.,gutenberg
5395,For: 'In the end you,poor girls are the ones who are,sure to be cheated.,gutenberg
5396,' So said my,father although--Mother was,not much impressed.,gutenberg
5397,Father,was,right.,gutenberg
5398,Here I stand in,the end being cheated,and scolded.,gutenberg
5399,You don't believe,your own,words.,gutenberg
5400,They're your,excuse to,escape.,gutenberg
5401,Unworthy,of women are,men.,gutenberg
5402,"We, who carry your children","Next to our hearts, in these hearts loyalty","we bear you, too.",gutenberg
5403,"As for you men, when you've poured out your",potency in our embraces And your desires,"dissipate, love with them passes away.",gutenberg
5404,""" These things expressed, and taking her child","from its chair, my beloved Presses it close to","her heart, kisses it, tears in her eyes.",gutenberg
5405,I'm now so very ashamed of,myself for having permitted Gossip of neighbors,to spoil picture so eloquent.,gutenberg
5406,For a short moment,a fire may burn darkly,while smoke swirls about it.,gutenberg
5407,Water dashed on,the coals suddenly smothers,their glow.,gutenberg
5408,Rapidly then renewed heat overcomes,"those lowering vapors, Sends up a flame that anew",bright and more powerful gleams.,gutenberg
5409,How very happy I am here,in Rome when I think of the bad days Far back,"there in the north, wrapped in a grayish light.",gutenberg
5410,Over my head there the heavens weighed,"down so dismal and gloomy; Colorless, formless,",that world round this exhausted man lay.,gutenberg
5411,"Seeking myself in myself, an","unsatisfied spirit, I brooded, Spying out pathways","dark, lost in dreary reflection.",gutenberg
5412,Phoebus the god,"evokes forms, clear are",his colors by day.,gutenberg
5413,"Bright with the stars comes the evening,","ringing with songs that are tender, And the glow","of the moon, brighter than northern sun.",gutenberg
5414,What,blessedness mortals,may know!,gutenberg
5415,Am,I now,dreaming?,gutenberg
5416,Or welcomes,"Jupiter, Father, as guest--me,",to ambrosial halls?,gutenberg
5417,"See, I lie here",extending my arms,toward your knees.,gutenberg
5418,I am praying:,"Hospitality's god,",Jupiter Xenius!,gutenberg
5419,Hear: How I am come,to this place I no longer,can say--I was Seized up by Hebe.,gutenberg
5420,'Twas she,led to this sacred,hill.,gutenberg
5421,Did you command her,a hero to seek and,deliver before you?,gutenberg
5422,May be,she,erred.,gutenberg
5423,Let her,mistake profit,me!,gutenberg
5424,"Does not Fortuna, your daughter,","when strewing her glorious presents, After the manner","of girls, yield to each passing whim?",gutenberg
5425,"You, O hospitable god, will by",no means now banish a stranger From your Olympian,heights back to the base earth again.,gutenberg
5426,"""--Forgive me, Jupiter, is not",Rome's Capitoline Hill second,Olympus to you?,gutenberg
5427,"Suffer me, Jupiter, here and",let Hermes guide me at last then Past Cestius',Tomb gently to Orkus below.,gutenberg
5428,"When you were small, you say, neither did others consider","you f air, nor Even your mother find praise--and I believe it-- Till you grew","bigger, developing quietly over the years.",gutenberg
5429,I Picture you,to myself as an,unusual child.,gutenberg
5430,Also the blossoms on grapevines are wanting,"in shape and in color, Although the fruit when it's",ripe pleases both mankind and gods.,gutenberg
5431,Kindling autumnal fire in a,"rustic, convivial fireplace (How the sticks crackle",and spew flames and glittering sparks!,gutenberg
5432,) Strikes me,especially pleasant,this evening.,gutenberg
5433,"Then in the morning, officious,","she'll leave the bed of her lover, Rouse adroitly",the flames out from their ashes anew.,gutenberg
5434,Cupid has lent to her above,others the gift of cajoling Up from the ashes,"desire, just when slumber's begun.",gutenberg
5435,"Therefore, ye living, rejoice that","love keeps you warm for a while yet, Until cold","Lethe anoints, captures your foot in its flight.",gutenberg
5436,"They are for you, O ye graces, just a","few leaves by a poet Onto your pure altar laid, buds","of the rose beside, Offered in confidence.",gutenberg
5437,"But it's to Bacchus, the sensuous","dreamer, Cythera sends glances Bathed in sweetest",desire--even in marble they're damp.,gutenberg
5438,Thinking about his embrace and its,"pleasures, she seems to be asking Shouldn't our",glorious son here at our side stand erect?,gutenberg
5439,"Can't you hear voices,","beloved, out on the Via",Flamina?,gutenberg
5440,Reapers are now,"going home, back from",harvesting grain.,gutenberg
5441,"They had journeyed to Rome from afar,",and here plaited for Ceres Wreaths which the Romans,today scorn to make for themselves.,gutenberg
5442,Festivals no longer celebrate,"Ceres, the nourishing goddess Who replaced acorns","of old, giving man golden wheat.",gutenberg
5443,Let us commemorate her,then ourselves in festival private (Two constitute,"a whole tribe, when they are two in love).",gutenberg
