,0,1,2,source
7606,it lifts its head,the woolly bear caterpillar,in autumn wind,sballas
7607,november night,with the sound of pelting rain,the barking dog,sballas
7608,no sign,where two roads meet,iris blooms,sballas
7609,offshore birds,a flock swerves and vanishes,in the glitter of waves,sballas
7610,beach of shells,a fisherman casts,into the sunset,sballas
7611,dark waters crest,tied to an old oak,a wooden casket,sballas
7612,that four o'clock bird?,strangers,we share the dawn,sballas
7613,cloverleaf exit,a swell of swallows,in twilight,sballas
7614,the kite soars,to the end of the string,indigo sky,sballas
7615,sunset?,the butterfly and i,just in time,sballas
7616,indian summer,the ground-fall pear,warm in my hand,sballas
7617,all saints' day,surviving pumpkins,covered in frost,sballas
7618,ink long faded,from the wooden grave marker,fog rolling in,sballas
7619,drifting gingko leaves,all of my yellow pencils,worn down to nubs,sballas
7620,on withered boughs,faint shimmers of light?,the pale ringed moon,sballas
7621,the sound of rakes,in a neighbor's yard?,fingernail moon,sballas
7622,autumn breeze,evergreen's lowest branches,brush fallen needles,sballas
7623,a bell moves,in the fog,the tops of cows,sballas
7624,swirl of ink,in the brush water,early dusk,sballas
7625,autumn chill?,the garden hose ends,in a puddle of ice,sballas
7626,cloudless day,the hollow sound of the,woodpecker's knocking,sballas
7627,autumn sunlight,beads of holy water arc,toward the casket,sballas
7628,sunset?,glowing clouds,fade on the river,sballas
7629,night fills in slowly,between the dark branches,autumn equinox,sballas
7630,desert night,beyond the silence,heat lightning,sballas
7631,new milkweed pods,one tie goes up and down,under the freight train,sballas
7632,a great blue heron,wading through autumn colors,one step at a time,sballas
7633,stillness,in the lava bed?,a hawk's shadow,sballas
7634,don't move . . .,the harvest moon is balanced,on the pine,sballas
7635,gray day,smoke from a mill meanders,over the river,sballas
7636,cormorants near dusk,perched over the tidewater,"all hunched, all black",sballas
7637,the flute's first notes . . .,three lavender petals fall,from the arrangement,sballas
7638,last sunbeam,on the mossy boulder?,crickets chirping,sballas
7639,a leaf falls,from the greenhouse ficus,clap of thunder,sballas
7640,early morning fog:,waving good-bye,to a school bus,sballas
7641,cold drizzle,black birds pace,the asphalt roof,sballas
7642,taste of sunshine,on a yellow pear,one raindrop,sballas
7643,how still i am,waiting for the storm,how still the bamboo,sballas
7644,humid summer night,the small town casts a glow,on slow-moving clouds,sballas
7645,coffee brewing,"the swish, swish, swish of tires",through autumn drizzle,sballas
7646,rainy day,a trail of bright leaves,through the school foyer,sballas
7647,"not a laughing mouth,","a bent bow, or an eyelash,",the slender new moon,sballas
7648,ashes to ashes . . .,clinging to the fingers,yellowish clay,sballas
7649,baby's giggle,the way a laugh changes,two faces,sballas
7650,soft breeze,the rhythm of wind chimes,and northern lights,sballas
7651,earthquake?,the lingering scent,of jimson weed,sballas
7652,shady sidewalk,an acorn lands,in a hopscotch square,sballas
7653,a moment,near the woodcarver's hands,hummingbird,sballas
7654,moonlit camellias,caf? conversations spilling,into the street,sballas
7655,stillness,of the lava bed,a hawk's shadow,sballas
7656,thunderstorm?,sunflowers,in a blue vase,sballas
7657,october stroll,the shadow of mom's cane bends,over cobblestones,sballas
7658,carefully unwrapped . . .,the favorite ornament,lying in pieces,sballas
7659,a moth,has extinguished the icon lamp?,shining stars,sballas
7660,breath rising,the church steeple bathed,in moonlight,sballas
7661,chained dog,its white breaths lengthening,in the wind,sballas
7662,white winter light,deep among pines,the mule deer doze,sballas
7663,snow flurries,candlelight moving,from window to window,sballas
7664,christmas eve,listening to the snow,fall,sballas
7665,outstretched necks?,a pair of tundra swans,running on the lake,sballas
7666,above the harbor,clear blue sky,?arctic wind,sballas
7667,quiet so deep,you can hear the swan,crook its neck,sballas
7668,a quiet street,bright yellow leaves settle on,an empty bench,sballas
7669,dusk?,the tamarack's yellow needles,scattered in the grass,sballas
7670,revolving door?,a gust of holiday laughter,warms the sidewalk,sballas
7671,thanksgiving pie,the first long curl falls,from grandma's apple peeler,sballas
7672,our teen out late,through his window,orion,sballas
7673,wind funnel,whirling leaves across the drive,my neighbor waves her rake,sballas
7674,recycling box,back inside,with leaves,sballas
7675,small town market,the clerk chooses coins,from an older man's palm,sballas
7676,sunless sky,quietly the river enters,the wild woods,sballas
7677,december 19,rows and rows of mailboxes,with their red flags up,sballas
7678,bark,becoming?whimper,becoming?night,sballas
7679,frost?warning,a'sleeping?mallard,opens?one?eye,sballas
7680,biting?wind,a?gap?in,the?picket?line,sballas
7681,all'saints?.?.?.,hands,in?my?pockets,sballas
7682,my?poems?.?.?.,the?woodcarver's,pile?of?chips,sballas
7683,knot?pine?floors,furballs?pirouette,behind?the?corn?broom,sballas
7684,cashmere'scarf?,the'smell?of?mothballs,in?our?kiss,sballas
7685,grebe?colony,the?warning?beeps,of?port?trucks,sballas
7686,tree?ornaments,the?angel?from?my?childhood,missing?a?wing,sballas
7687,lonely?winter,a?telephone?wire,connects?the'stars,sballas
7688,bonfire,the?distance?between?me,and?a?ghost'story,sballas
7689,perseids,a?wish?for?all?those,who?can?do?little?else,sballas
7690,clearing'sky,a'salmon?falls?back,into?the?roar,sballas
7691,harvest?moon,together?we'sway,through?the?barley,sballas
7692,wind?chimes,the'spruce?in?two?tones,of?autumn?light,sballas
7693,"""you?are?here""",on?the?trailside?map,a?resting?monarch,sballas
7694,i?lift?my?foot,the?world?turns,autumn?leaves,sballas
7695,last?of?the?harvest,the'scarecrow's'stake,among?the'stubble,sballas
7696,cool?bench?,the?call?of?geese,behind?me,sballas
7697,autumn?evening,voices?of?children,trailing?away,sballas
7698,forest'stream?.?.?.,looking?for'skipping'stones,once?more?in?my?life,sballas
7699,blue?hour?moment,between?darkness?and?light,meadowlarks,sballas
7700,fireflies,a?prayer?circle,joins?hands,sballas
7701,summer?night,his'sister?and?i,suddenly?alone,sballas
7703,a?very?good?year,the?fruit?fly?in?my?wine,is?beyond'saving,sballas
7704,rain,the?yellow'smell,of?quinces,sballas
7705,humid?breeze,the'scent?of?basil,on?her?fingertips,sballas
7706,streetlamps?.?.?.,the'slow?migration,of?a'snail,sballas
7707,one?foot,on?the?mountain,then?the?other,sballas
7708,winter?evening,an?unbought?brioche,under?glass,sballas
7709,snowy?path,squirrel?footprints,to?the?hot?tub,sballas
7710,morning?walk,sundogs,frozen?in?the'sky,sballas
7711,cold'sunday?afternoon,all?the?varieties,of?windswept?hair,sballas
7712,my?world'spun,on?roller-skates,first?kiss,sballas
7713,color?coding,my?to-do?list,spring?morning,sballas
7714,sun-soaked?chrysalis,the?effort,no?one'sees,sballas
7715,butterfly,my?bra,too'small,sballas
7716,the'sisters?braid,each?other's'stories?,strawberry?fields,sballas
7717,his?first'smile?,catkins?curve?across,a?brook,sballas
7718,foghorns?.?.?.,scoring?the?hours,of?my?insomnia,sballas
7719,trying?to?listen,as?if?i?didn't?know?him,wind?through?the?trees,sballas
7720,mallards?fly?away?,darker'shades?of?autumn,return?to?the?river,sballas
7721,all'souls?day?,rosewood?or?pine,dad's'still?dead,sballas
7722,a?mandala,of?pine?needles,yesterday's?rain,sballas
7723,november?cold,the?vending?machine,returns?my?coins,sballas
7725,snowy?owl,the?moon'slicing?pathways,through?the?woods,sballas
7726,accumulating'snow,time?together,she?won't?remember,sballas
7727,shape?of?her'sleep,on?the?down?pillow,snowy?morning,sballas
7728,autumn?heat,the?calf?roper?knocks,dust?from?his?lasso,sballas
7730,one?part?loneliness,one?part?boredom,waning?crescent,sballas
7731,for?better?or?for?worse,our?lights?and?darks,tumbling?together,sballas
7732,shavings?curl,from?the'sharpener,apple'smell,sballas
7733,space'station,dropping?behind,the?horse?chestnut?trees,sballas
7734,split?wheat'sack,a'steady?trickle,of'sparrows,sballas
7735,deep?autumn,a?copperhead?crooked,on?the'sidewalk's?edge,sballas
7736,i?add?chemo,to?the?calendar?.?.?.,new?moon,sballas
7737,a'sliver?of?moon,the?old?bluesman,breaks?a'string,sballas
7738,biological?clock:,a?line?in?the'sand,drawn?by?the?tide,sballas
7739,the?paper?rustle,of?eucalyptus,still?no?rain,sballas
7740,long?walk?,the'slum?boys'stare?at,the?distant'stars,sballas
7741,her?golden?retriever,licks,the?rapist,sballas
7742,sock?puppets,my'son?replays,last?night's?argument,sballas
7743,day?break?.?.?.,mood?of?the?forest,in?the?long?call?of?a?thrush,sballas
7744,streaked?morning'sunlight?,copper?butterflies'skimming,plantain?and?clover,sballas
7745,imagining?my?last?breath,the?narrow?trail?to,a?familiar?mountain,sballas
7746,darkening'sky,the?river?gives?no?reason,for?its'song,sballas
7747,labyrinth?walk,the?reliable?cooing?of,mourning?doves,sballas
7748,never?younger,than?now,i?zest?a?lemon,sballas
7749,medicine?ball?.?.?.,we'stand?closer,this?year,sballas
7750,knee-high?grass,a?bison's'slow?rise,from?the?wallow,sballas
7751,as?much?forever,as?we've?got?,the?heart?of'summer,sballas
7752,clarity?of?rocks,in?the?river'shallows?,sun?on?my?back,sballas
7753,tang?of'salt,the?peaks?of?mountains,with?chinese?names,sballas
7754,"in?one,?then?another",of?the?kousa?dogwoods?,the?flash?of?fireflies,sballas
7755,the?taste,of?the?last?word,summer?theatre,sballas
7756,forest by the lake,fish hide,behind the trees,sballas
7757,mark?loves?mary?forever??,erased by high tide,forever,sballas
7758,above the clouds,travelling backwards,through time,sballas
7759,rush hour,i enter,in third person,sballas
7760,company picnic,a young boy stays near,his father's legs,sballas
7761,open drawbridge?,a brown pelican,goes through first,sballas
7762,butterfly?,i remember,nothing,sballas
7763,storm cliffs?,the remains of a fish,in a stone,sballas
7764,speckled egg,the sunlight,on my thoughts,sballas
7765,sugar moon rising,our?first?grandchild?expecting,a child of her own,sballas
7766,ink stains,on the calligrapher's socks,cherry blossoms,sballas
7767,rain running,off our waterproofs . . .,the cormorant pair,sballas
7768,one-lane bridge . . .,we give way,to the scent of thyme,sballas
7769,unknown birdsong?,i wander deeper,into the forest,sballas
7770,bromeliads,an extinct woodpecker,appears on film,sballas
7771,scaling fish,dad calls mom,his mermaid,sballas
7772,tiki bar,a part of me feels,right at home,sballas
7773,winter'solstice,i'suck?the?bones,of?a?carp,sballas
7774,longest?night,balancing?his?words,in?a?brush'stroke,sballas
7775,sunlight,slides?into?his?empty'sandals??,another?winter,sballas
7776,christmas?night?,this'sudden?desire?to,look?at?the'sky,sballas
7777,year's?end,the'spot?i?revisited,within?me,sballas
7778,icicles?.?.?.,keeping?time,until?the?end,sballas
7779,square?anti-abortion'signs,dry?leaves?curl,in?the'shadows,sballas
7780,my?father's?life,under?communism,cleaning?the?oil?lamp,sballas
7781,homeless'shelter,mashed?potatoes'served,with?an?ice?cream'scoop,sballas
